Date,Qout,Qin,WCA3A,NESRS,Za,PET,Rain
1989-10-15,137.4,63.53,8.75,5.8,10.42,0.98,0.23
1989-10-22,221.9,137.45,8.69,5.75,10.46,1.1,0.01
1989-10-29,398.4,221.88,8.63,5.66,10.5,0.97,0.34
1989-11-05,731.2,398.38,8.63,5.64,10.5,0.93,0.21
1989-11-12,804.4,731.24,8.6,5.65,10.5,1.04,0.05
1989-11-19,81.8,804.36,8.55,5.63,10.5,0.95,0.09
1989-11-26,139.7,81.79,8.54,5.7,10.5,0.81,0.28
1989-12-03,284.4,139.66,8.55,5.86,10.5,0.78,0.24
1989-12-10,628.8,284.39,8.53,5.86,10.5,0.81,0.27
1989-12-17,278.7,628.76,8.53,5.86,10.5,0.52,0.68
1989-12-24,570.2,278.73,8.55,5.96,10.5,0.76,0.02
1990-01-01,399.1,570.18,8.52,6.09,10.5,0.72,0.12
1990-01-08,293.1,399.08,8.48,6.19,10.46,0.84,0
1990-01-15,229.5,293.05,8.42,6.19,10.41,0.77,0.1
1990-01-22,353.7,229.47,8.39,6.09,10.37,0.85,0.28
1990-01-29,66.4,353.73,8.35,5.99,10.33,0.82,0.2
1990-02-05,42.7,66.45,8.31,5.89,10.29,0.89,0.22
1990-02-12,47.5,42.69,8.26,5.75,10.24,1.08,0
1990-02-19,53.1,47.54,8.19,5.58,10.19,1,1.33
1990-02-26,41.3,53.11,8.26,5.5,10.14,0.95,0.32
1990-03-05,31.4,41.27,8.22,5.37,10.09,1.13,0.01
1990-03-12,16.8,31.37,8.15,5.24,10.04,1.32,0.34
1990-03-19,32.6,16.76,8.1,5.13,10,1.36,0.29
1990-03-26,13.8,32.6,8.04,5.09,9.95,1.2,0.63
1990-04-02,44.6,13.79,8.01,5.09,9.9,1.34,0.45
1990-04-09,49.2,44.6,7.98,5.12,9.85,1.24,0.12
1990-04-16,61.7,49.19,7.91,5.1,9.8,1.49,0.43
1990-04-23,63.6,61.66,7.88,5.07,9.75,1.27,1.04
1990-04-30,60.4,63.57,7.92,5.1,9.7,1.56,0.21
1990-05-07,60.6,60.44,7.84,5.03,9.65,1.54,0.33
1990-05-14,61.7,60.56,7.76,4.93,9.6,1.55,0.46
1990-05-21,64.5,61.69,7.69,4.79,9.55,1.17,3.35
1990-05-28,51,64.52,8.04,5.32,9.5,1.26,1.49
1990-06-04,24.7,50.99,8.08,5.43,9.55,1.34,1.07
1990-06-11,40.2,24.7,8.05,5.39,9.59,1.61,0.14
1990-06-18,49.8,40.17,7.95,5.32,9.64,1.47,3.53
1990-06-25,96.5,49.78,8.21,5.47,9.68,1.35,1.68
1990-07-02,191.5,96.55,8.28,5.68,9.73,1.44,2
1990-07-09,349.7,191.54,8.4,5.82,9.77,1.34,2.57
1990-07-16,324.7,349.73,8.51,6.01,9.82,1.32,1.81
1990-07-23,643,324.7,8.5,6.3,9.87,1.36,1.05
1990-07-30,567.4,642.96,8.5,6.5,9.91,1.31,0.99
1990-08-06,387.1,567.39,8.49,6.71,9.96,1.17,1.21
1990-08-13,199.6,387.09,8.55,6.89,10,1.21,1.94
1990-08-20,499.1,199.65,8.65,6.91,10.05,1.34,1.61
1990-08-27,138.8,499.12,8.75,6.97,10.09,1.25,1.56
1990-09-03,347,138.79,8.86,6.99,10.14,1.1,0.61
1990-09-10,0,346.97,9.01,6.91,10.19,1.14,0.59
1990-09-17,313.5,0,9.08,6.76,10.23,1.09,1.7
1990-09-24,1010.9,313.47,9.13,6.76,10.28,1.1,0.48
1990-10-01,834.6,1010.95,9.07,7,10.32,0.99,0.61
1990-10-08,956.1,834.62,9.02,7.07,10.37,0.94,1.88
1990-10-15,1016.9,956.09,9.09,7.29,10.42,1,0.54
1990-10-22,730.3,1016.95,9.04,7.3,10.46,1.08,0.28
1990-10-29,6.6,730.25,8.98,7.27,10.5,1.01,0.03
1990-11-05,215.2,6.58,8.93,7.03,10.5,1.01,0.59
1990-11-12,698.8,215.21,8.93,6.94,10.5,1.04,0
1990-11-19,605.6,698.77,8.85,6.94,10.5,0.81,0.07
1990-11-26,326.7,605.62,8.78,6.93,10.5,0.87,0.01
1990-12-03,380.9,326.73,8.71,6.82,10.5,0.77,0.58
1990-12-10,789.8,380.9,8.7,6.77,10.5,0.88,0
1990-12-17,674.4,789.82,8.64,6.82,10.5,0.83,0.02
1990-12-24,487.2,674.38,8.58,6.85,10.5,0.89,0.21
1991-01-01,206.2,487.23,8.54,6.8,10.5,0.7,0.07
1991-01-08,317.9,206.23,8.49,6.69,10.46,0.71,0.63
1991-01-15,572.4,317.86,8.48,6.58,10.41,0.81,4.84
1991-01-22,578.4,572.36,8.86,6.73,10.37,0.77,0.67
1991-01-29,640.8,578.39,8.92,6.82,10.33,0.87,0.33
1991-02-05,724.3,640.83,8.91,6.84,10.29,0.96,0.02
1991-02-12,774.4,724.28,8.88,6.83,10.24,1.12,0.31
1991-02-19,804.8,774.45,8.87,6.85,10.19,0.99,0.06
1991-02-26,787,804.77,8.82,6.87,10.14,0.94,1.7
1991-03-05,850,787.01,8.92,7.03,10.09,1.25,0.09
1991-03-12,941.8,849.98,8.85,6.98,10.04,0.91,0.34
1991-03-19,820.2,941.83,8.82,7.01,10,1.33,0
1991-03-26,698.8,820.24,8.75,6.97,9.95,1.31,0.19
1991-04-02,777.6,698.77,8.67,6.91,9.9,1.05,1.09
1991-04-09,729.6,777.62,8.69,6.89,9.85,1.24,0.08
1991-04-16,673.7,729.57,8.6,6.85,9.8,1.34,1.72
1991-04-23,684.1,673.65,8.66,6.95,9.75,1.54,2.05
1991-04-30,750.7,684.07,8.68,7.09,9.7,1.47,0.01
1991-05-07,727.3,750.7,8.58,7,9.65,1.28,0.63
1991-05-14,464,727.34,8.53,6.94,9.6,1.3,3.38
1991-05-21,326.2,463.99,8.86,7.11,9.55,1.08,2.45
1991-05-28,967.4,326.23,9,7.35,9.5,1.57,0.07
1991-06-04,1234,967.44,8.94,7.31,9.55,1.27,2.51
1991-06-11,1266,1233.98,9.19,7.69,9.59,1.27,0.82
1991-06-18,1181.6,1266.01,9.27,7.78,9.64,1.26,2.87
1991-06-25,1229.2,1181.6,9.59,7.84,9.68,1.25,2.41
1991-07-02,1281.4,1229.25,9.96,7.91,9.73,1.32,2.29
1991-07-09,1607.7,1281.45,10.26,7.84,9.77,1.36,1.06
1991-07-16,2111.3,1607.68,10.42,7.85,9.82,1.28,1.2
1991-07-23,2260.5,2111.25,10.47,7.86,9.87,1.22,1.73
1991-07-30,2304.8,2260.47,10.51,7.84,9.91,1.24,0.72
1991-08-06,2079.4,2304.8,10.44,7.89,9.96,1.36,0.86
1991-08-13,2180.7,2079.45,10.34,7.9,10,1.36,1.09
1991-08-20,2128.6,2180.7,10.27,7.85,10.05,1.26,3.15
1991-08-27,2228.7,2128.56,10.43,7.91,10.09,1.22,0.97
1991-09-03,2117.1,2228.72,10.41,7.9,10.14,1.15,1.44
1991-09-10,2164.7,2117.14,10.37,7.91,10.19,1.06,0.96
1991-09-17,2036,2164.69,10.32,7.89,10.23,1.03,1.3
1991-09-24,1384,2036.04,10.3,7.94,10.28,1.14,1.02
1991-10-01,2116,1384.01,10.33,8.01,10.32,1.07,1.83
1991-10-08,2499.6,2115.97,10.4,8.05,10.37,0.94,1.18
1991-10-15,1527.2,2499.55,10.45,8.08,10.42,1.07,0.9
1991-10-22,2290.5,1527.19,10.5,8.04,10.46,0.99,1.65
1991-10-29,1788.5,2290.52,10.56,8.14,10.5,1,0.09
1991-11-05,977.9,1788.48,10.49,8.02,10.5,0.83,0.24
1991-11-12,1359.6,977.87,10.45,7.94,10.5,0.89,0.05
1991-11-19,1372.3,1359.56,10.37,7.94,10.5,0.88,0.2
1991-11-26,1372.2,1372.25,10.29,7.92,10.5,0.74,2.11
1991-12-03,1083.6,1372.19,10.41,7.98,10.5,0.77,0.06
1991-12-10,916.9,1083.58,10.4,7.88,10.5,0.72,0.02
1991-12-17,1231.2,916.89,10.35,7.8,10.5,0.87,0
1991-12-24,980.7,1231.23,10.26,7.8,10.5,0.78,0.21
1992-01-01,698.8,980.67,10.19,7.8,10.5,0.74,0.05
1992-01-08,698.8,698.77,10.11,7.68,10.46,0.84,0.46
1992-01-15,698.8,698.77,10.05,7.62,10.41,0.83,0.18
1992-01-22,698.8,698.77,9.98,7.56,10.37,0.88,0.58
1992-01-29,698.8,698.77,9.97,7.6,10.33,0.92,0.13
1992-02-05,698.8,698.77,9.89,7.55,10.29,0.83,1.59
1992-02-12,698.8,698.77,9.89,7.56,10.24,0.94,0.01
1992-02-19,830.7,698.77,9.79,7.47,10.19,0.92,0.52
1992-02-26,1113.7,830.66,9.72,7.59,10.14,1.08,0.82
1992-03-04,1410.3,1113.74,9.64,7.56,10.09,1.05,0.03
1992-03-11,1540.9,1410.32,9.51,7.58,10.04,1.09,0.15
1992-03-18,1170.3,1540.91,9.37,7.59,10,1.24,1.3
1992-03-25,928.2,1170.28,9.34,7.67,9.95,1.27,0.09
1992-04-01,1171.6,928.16,9.22,7.57,9.9,1.16,0.72
1992-04-08,1271.5,1171.6,9.12,7.57,9.85,1.25,0.49
1992-04-15,912.2,1271.52,9.03,7.61,9.8,1.24,1.39
1992-04-22,666.6,912.24,9.02,7.59,9.75,1.26,0.46
1992-04-29,740.3,666.61,8.93,7.43,9.7,1.52,0
1992-05-06,841,740.25,8.81,7.33,9.65,1.48,0.01
1992-05-13,772.7,840.97,8.67,7.23,9.6,1.31,0.42
1992-05-20,602.2,772.66,8.57,7.18,9.55,1.44,0.02
1992-05-27,355.4,602.23,8.46,7.08,9.5,1.43,0.26
1992-06-03,96.5,355.39,8.39,6.97,9.55,1.33,5.09
1992-06-10,871.3,96.53,8.66,7.17,9.59,1.26,5.41
1992-06-17,1272.9,871.35,9.09,7.6,9.64,1.28,2.17
1992-06-24,579.8,1272.86,9.14,7.86,9.68,1.19,6.2
1992-07-01,1056.1,579.79,9.61,8.1,9.73,1.62,0.25
1992-07-08,1503.1,1056.13,9.89,7.86,9.77,1.42,0.65
1992-07-15,1927.6,1503.07,10.13,7.79,9.82,1.29,1.59
1992-07-22,2145.5,1927.57,10.29,7.79,9.87,1.47,0.21
1992-07-29,2207.5,2145.5,10.22,7.72,9.91,1.32,1.65
1992-08-05,2080,2207.47,10.21,7.74,9.96,1.2,1.5
1992-08-12,2215.9,2080,10.24,7.81,10,1.31,2.23
1992-08-19,2026.4,2215.88,10.27,7.85,10.05,1.21,3.42
1992-08-26,1984,2026.39,10.46,8.02,10.09,1.2,1.81
1992-09-02,2131.2,1983.99,10.63,8.03,10.14,1.24,0.91
1992-09-09,2279.2,2131.23,10.66,7.93,10.19,1.05,0.68
1992-09-16,2259.1,2279.19,10.64,7.91,10.23,1.01,0.71
1992-09-23,2177.5,2259.05,10.6,7.92,10.28,1.04,1.02
1992-09-30,2681.8,2177.49,10.55,7.92,10.32,1.09,0.63
1992-10-07,2656.3,2681.82,10.54,7.99,10.37,1.11,0.01
1992-10-14,2606.8,2656.29,10.51,7.99,10.42,1.15,0.15
1992-10-21,2598.2,2606.76,10.43,8.01,10.46,1.07,0.05
1992-10-28,1090.3,2598.23,10.29,7.99,10.5,0.98,0.09
1992-11-04,1534.8,1090.29,10.23,7.81,10.5,0.78,3.07
1992-11-11,1183.9,1534.79,10.42,7.94,10.5,0.89,0.08
1992-11-18,1630.8,1183.87,10.46,7.82,10.5,0.76,1.66
1992-11-25,2785.7,1630.77,10.65,7.86,10.5,0.79,0.08
1992-12-02,2221.2,2785.69,10.61,7.93,10.5,0.83,0.04
1992-12-09,1978.5,2221.2,10.54,7.96,10.5,0.8,0.03
1992-12-16,1928.9,1978.52,10.44,7.97,10.5,0.78,0
1992-12-23,1938.1,1928.91,10.33,7.97,10.5,0.9,0.37
1993-01-01,1756.9,1938.12,10.21,7.99,10.5,0.63,0.96
1993-01-08,873.1,1756.88,10.23,8.02,10.46,0.68,2.28
1993-01-15,2138.4,873.13,10.44,7.96,10.41,0.8,0.88
1993-01-22,2080,2138.37,10.49,7.99,10.37,0.79,2.29
1993-01-29,1771.7,2080.04,10.69,8.05,10.33,0.9,0
1993-02-05,1762.9,1771.75,10.72,7.92,10.29,0.83,0.05
1993-02-12,1869.1,1762.95,10.74,7.86,10.24,0.99,0.18
1993-02-19,1840.6,1869.08,10.68,7.83,10.19,1.07,0.65
1993-02-26,1764.5,1840.62,10.63,7.85,10.14,1.1,0.67
1993-03-05,1803.9,1764.55,10.54,7.85,10.09,1.07,0
1993-03-12,1551.5,1803.85,10.37,7.83,10.04,0.97,1.95
1993-03-19,1436.6,1551.48,10.39,7.98,10,0.93,0.9
1993-03-26,1521.6,1436.6,10.35,7.94,9.95,1.12,0.19
1993-04-02,1607.4,1521.63,10.21,7.88,9.9,1.36,0.84
1993-04-09,1599.9,1607.38,10.12,7.85,9.85,1.41,1.11
1993-04-16,1497.7,1599.92,10.04,7.86,9.8,1.42,1.82
1993-04-23,1548.7,1497.72,10.08,7.86,9.75,1.41,0.18
1993-04-30,1615.8,1548.65,9.93,7.88,9.7,1.36,0
1993-05-07,1521.2,1615.78,9.73,7.8,9.65,1.31,0.28
1993-05-14,1020.5,1521.21,9.57,7.77,9.6,1.53,0.18
1993-05-21,740.1,1020.5,9.42,7.69,9.55,1.55,0.07
1993-05-28,1075,740.13,9.27,7.53,9.5,1.17,7.21
1993-06-04,1417.5,1075.03,9.81,7.94,9.55,1.52,1.33
1993-06-11,1552.4,1417.52,9.81,7.85,9.59,1.28,0.91
1993-06-18,1069.8,1552.39,9.73,7.82,9.64,1.25,0.95
1993-06-25,812.5,1069.82,9.7,7.85,9.68,1.43,1.3
1993-07-02,1532.3,812.45,9.75,7.79,9.73,1.38,1.35
1993-07-09,1021,1532.34,9.8,7.77,9.77,1.4,1.22
1993-07-16,877.7,1021.03,9.8,7.76,9.82,1.47,1.55
1993-07-23,1544.2,877.72,9.91,7.69,9.87,1.35,2.87
1993-07-30,1312.4,1544.25,9.94,7.73,9.91,1.48,1.06
1993-08-06,96.5,1312.38,9.91,7.65,9.96,1.31,1.36
1993-08-13,659.4,96.55,10.01,7.4,10,1.47,1.32
1993-08-20,708,659.44,10.05,7.39,10.05,1.39,2.64
1993-08-27,2106.8,707.97,10.18,7.41,10.09,1.17,2.27
1993-09-03,2148.6,2106.75,10.24,7.71,10.14,1.19,1.97
1993-09-10,2088.3,2148.58,10.24,7.84,10.19,1.23,1.48
1993-09-17,1672.2,2088.28,10.28,7.87,10.23,1.07,0.71
1993-09-24,2306.1,1672.25,10.32,7.82,10.28,1.14,2.14
1993-10-01,2721.6,2306.09,10.43,7.8,10.32,1.03,3.25
1993-10-08,2796,2721.59,10.68,7.98,10.37,1.01,2.76
1993-10-15,2632.4,2795.98,10.93,8.08,10.42,0.96,2.5
1993-10-22,3009.5,2632.36,11.23,8.2,10.46,0.89,0.53
1993-10-29,3023.3,3009.48,11.22,8.16,10.5,1,0.18
1993-11-05,2896.2,3023.27,11.1,8.12,10.5,0.84,0.07
1993-11-12,2696.4,2896.17,10.93,8.1,10.5,0.88,0.04
1993-11-19,2555.8,2696.41,10.74,8.09,10.5,0.87,0.58
1993-11-26,2271.1,2555.81,10.62,8.09,10.5,0.91,0.03
1993-12-03,823.7,2271.05,10.49,8.03,10.5,0.87,0.01
1993-12-10,823.7,823.72,10.43,7.9,10.5,0.9,0.03
1993-12-17,823.7,823.72,10.35,7.81,10.5,0.72,0.19
1993-12-24,799.8,823.72,10.27,7.74,10.5,0.76,0.73
1994-01-01,796.4,799.82,10.24,7.7,10.5,0.79,0.78
1994-01-08,1454.7,796.4,10.22,7.69,10.46,0.66,1.44
1994-01-15,1454.2,1454.69,10.28,7.83,10.41,0.77,0.21
1994-01-22,1509.4,1454.16,10.24,7.86,10.37,0.74,0.24
1994-01-29,877.7,1509.44,10.19,7.87,10.33,0.61,1.15
1994-02-05,1289.2,877.72,10.19,7.81,10.29,0.97,0.01
1994-02-12,1316.6,1289.15,10.11,7.76,10.24,0.89,1.89
1994-02-19,1676.1,1316.58,10.3,7.93,10.19,0.93,0.28
1994-02-26,1693.5,1676.07,10.29,7.83,10.14,1,0.81
1994-03-05,1811.9,1693.47,10.29,7.84,10.09,1.11,0.02
1994-03-12,1865.8,1811.92,10.18,7.77,10.04,1.28,0
1994-03-19,1389,1865.82,10.03,7.74,10,1.18,1.23
1994-03-26,1756.2,1389.02,10.01,7.74,9.95,1.19,1.1
1994-04-02,1024.3,1756.21,9.93,7.73,9.9,1.26,0.35
1994-04-09,1286.1,1024.32,9.82,7.62,9.85,1.24,0.17
1994-04-16,819.5,1286.15,9.68,7.69,9.8,1.23,1.18
1994-04-23,42.2,819.54,9.59,7.63,9.75,1.19,1.73
1994-04-30,698.8,42.24,9.67,7.47,9.7,1.38,0.73
1994-05-07,1364.6,698.77,9.61,7.57,9.65,1.42,0.53
1994-05-14,848.2,1364.58,9.46,7.65,9.6,1.33,0.56
1994-05-21,627.4,848.23,9.39,7.54,9.55,1.6,0.18
1994-05-28,887.4,627.4,9.26,7.42,9.5,1.29,1.88
1994-06-04,713.1,887.4,9.25,7.49,9.55,1.35,2.83
1994-06-11,698.8,713.15,9.39,7.61,9.59,1.4,0.65
1994-06-18,768,698.77,9.34,7.49,9.64,1.45,3.49
1994-06-25,1046,768.01,9.65,7.48,9.68,1.47,1.04
1994-07-02,1926.2,1045.98,9.76,7.5,9.73,1.34,1.89
1994-07-09,1221.2,1926.2,9.85,7.6,9.77,1.43,0.26
1994-07-16,315.4,1221.21,9.79,7.5,9.82,1.32,1.05
1994-07-23,1746.2,315.36,9.88,7.42,9.87,1.4,2.66
1994-07-30,1794.3,1746.18,9.98,7.68,9.91,1.29,1.7
1994-08-06,1811.6,1794.27,10,7.82,9.96,1.19,3.25
1994-08-13,1989.8,1811.63,10.19,7.97,10,1.39,0.83
1994-08-20,2007.4,1989.76,10.16,7.85,10.05,1.23,1.28
1994-08-27,1912,2007.37,10.2,7.87,10.09,1.24,1.58
1994-09-03,1998.3,1911.97,10.3,7.88,10.14,1.08,1.42
1994-09-10,1762.7,1998.3,10.31,7.92,10.19,1.1,4.32
1994-09-17,1868.7,1762.74,10.63,8.12,10.23,1.11,2.44
1994-09-24,2204.6,1868.66,10.9,8.05,10.28,0.97,1.64
1994-10-01,3229,2204.58,11.12,8.03,10.32,1.02,2.72
1994-10-08,3510.8,3228.99,11.6,8.19,10.37,0.96,1.95
1994-10-15,3780.1,3510.84,11.76,8.27,10.42,1.15,0.16
1994-10-22,3747.6,3780.12,11.71,8.17,10.46,0.92,0.56
1994-10-29,3675.8,3747.57,11.62,8.16,10.5,1.03,2.19
1994-11-05,3801,3675.76,11.71,8.21,10.5,0.95,0.41
1994-11-12,3672.3,3800.98,11.59,8.17,10.5,0.79,9.67
1994-11-19,4432.4,3672.28,12.44,8.34,10.5,0.82,0.04
1994-11-26,4100.8,4432.45,12.54,8.25,10.5,0.82,0.16
1994-12-03,3047.8,4100.81,12.57,8.24,10.5,0.7,3.35
1994-12-10,3218,3047.76,12.92,8.19,10.5,0.83,0.06
1994-12-17,3118.8,3217.98,12.93,8.16,10.5,0.81,3.6
1994-12-24,3132.2,3118.78,13.18,8.23,10.5,0.81,0.02
1995-01-01,3108.7,3132.18,13.17,8.18,10.5,0.63,1.43
1995-01-08,3127.2,3108.74,13.18,8.24,10.46,0.82,0.86
1995-01-15,3182.3,3127.22,13.07,8.19,10.41,0.79,0.31
1995-01-22,3242.1,3182.32,12.92,8.17,10.37,0.96,0
1995-01-29,2885.1,3242.14,12.69,8.14,10.33,0.77,0.68
1995-02-05,2720.2,2885.07,12.53,8.03,10.29,0.92,0.17
1995-02-12,2664.1,2720.17,12.32,7.98,10.24,0.89,0.3
1995-02-19,2551,2664.08,12.11,7.96,10.19,0.96,1.47
1995-02-26,2459.8,2550.96,12.04,7.97,10.14,0.95,0.47
1995-03-05,2342.2,2459.79,11.89,7.96,10.09,1.02,0.69
1995-03-12,2266.3,2342.2,11.74,7.99,10.04,0.97,0.9
1995-03-19,2256.3,2266.34,11.64,7.96,10,1.25,0.04
1995-03-26,2183.2,2256.3,11.43,7.92,9.95,1.29,0.18
1995-04-02,2025.6,2183.16,11.22,7.9,9.9,1.2,0.81
1995-04-09,1959.6,2025.58,11.11,7.94,9.85,1.47,0.01
1995-04-16,1896.6,1959.62,10.87,7.89,9.8,1.61,0
1995-04-23,1810.4,1896.56,10.61,7.85,9.75,1.26,0.56
1995-04-30,1583.5,1810.42,10.43,7.94,9.7,1.34,2.53
1995-05-07,1671.5,1583.5,10.42,7.94,9.65,1.5,0.38
1995-05-14,1729.5,1671.48,10.25,7.86,9.6,1.7,1.11
1995-05-21,1633.9,1729.48,10.12,7.85,9.55,1.33,1.49
1995-05-28,1671.2,1633.9,10.06,7.86,9.5,1.34,0.66
1995-06-04,1309.2,1671.2,9.92,7.87,9.55,1.22,3.33
1995-06-11,1401.1,1309.2,10.05,7.94,9.59,1.44,1.75
1995-06-18,1020.1,1401.11,10.06,7.98,9.64,1.11,5.06
1995-06-25,1035,1020.14,10.44,8.41,9.68,1.55,0.62
1995-07-02,1390.9,1034.95,10.43,8.04,9.73,1.47,0.73
1995-07-09,1596.6,1390.9,10.39,7.93,9.77,1.39,1.91
1995-07-16,2139.3,1596.57,10.41,7.91,9.82,1.25,2.49
1995-07-23,2061.3,2139.34,10.52,7.93,9.87,1.23,2.39
1995-07-30,2003.9,2061.32,10.63,8.06,9.91,1.39,1.6
1995-08-06,2162.1,2003.88,10.71,8.05,9.96,1.33,1.56
1995-08-13,2326.9,2162.06,10.75,7.97,10,1.26,0.63
1995-08-20,2154.2,2326.86,10.68,7.96,10.05,1.15,6.49
1995-08-27,2489.4,2154.2,11.12,8.09,10.09,1.29,0.93
1995-09-03,2726.6,2489.37,11.22,8.04,10.14,1.15,1.67
1995-09-10,2897.3,2726.61,11.35,8.03,10.19,1.08,1.21
1995-09-17,3055.1,2897.26,11.41,8.02,10.23,1.1,1.12
1995-09-24,2942.6,3055.12,11.42,7.99,10.28,1.13,1.41
1995-10-01,3361.3,2942.64,11.35,8.07,10.32,1.03,3.67
1995-10-08,3349.4,3361.25,11.5,8.22,10.37,0.98,2.12
1995-10-15,3518.4,3349.38,11.62,8.31,10.42,0.74,3.87
1995-10-22,4013.3,3518.41,12.05,8.32,10.46,1,0.27
1995-10-29,4383.1,4013.32,12.16,8.26,10.5,0.99,0.08
1995-11-05,4342.4,4383.11,12.09,8.27,10.5,1.04,0.13
1995-11-12,4125.6,4342.41,11.91,8.19,10.5,1.01,0.13
1995-11-19,3799.1,4125.56,11.7,8.17,10.5,1.01,0.02
1995-11-26,3143.5,3799.07,11.47,8.15,10.5,0.88,0.56
1995-12-03,2234.4,3143.51,11.33,8.14,10.5,0.82,0.05
1995-12-10,2164.1,2234.44,11.19,8.12,10.5,0.77,0.05
1995-12-17,2060,2164.07,11.03,8.09,10.5,0.73,0.66
1995-12-24,1969.4,2059.97,10.92,8.1,10.5,0.69,0.04
1996-01-01,1995.6,1969.42,10.75,8.09,10.5,0.72,1.3
1996-01-08,2049.8,1995.55,10.71,8.11,10.46,0.77,0.04
1996-01-15,2099.6,2049.78,10.59,8.06,10.41,0.81,0.08
1996-01-22,1734.2,2099.6,10.45,8.03,10.37,0.85,0.03
1996-01-29,820.8,1734.22,10.32,7.97,10.33,0.82,0.29
1996-02-05,873.3,820.81,10.24,7.86,10.29,0.86,0
1996-02-12,698.8,873.33,10.13,7.79,10.24,1.01,0.17
1996-02-19,788.2,698.77,10.02,7.68,10.19,1.03,0.02
1996-02-26,999,788.24,9.89,7.61,10.14,1.07,0.65
1996-03-04,890.3,999.04,9.79,7.6,10.09,0.94,0.45
1996-03-11,745.6,890.26,9.7,7.58,10.04,1.15,0.76
1996-03-18,898,745.55,9.64,7.54,10,1.25,0.42
1996-03-25,928.1,897.96,9.52,7.49,9.95,1.19,0.42
1996-04-01,782,928.14,9.39,7.44,9.9,1.31,0.08
1996-04-08,905.4,782.04,9.25,7.33,9.85,1.32,2.5
1996-04-15,1104,905.38,9.34,7.43,9.8,1.46,0.01
1996-04-22,638.1,1104.01,9.18,7.4,9.75,1.36,0.12
1996-04-29,158,638.06,9.07,7.27,9.7,1.17,1.35
1996-05-06,310.8,157.95,9.05,7.2,9.65,1.34,0.1
1996-05-13,600.3,310.79,8.94,7.05,9.6,1.33,0.8
1996-05-20,574.4,600.34,8.89,7.03,9.55,1.19,3.86
1996-05-27,1148.1,574.35,9.13,7.3,9.5,1.46,2.69
1996-06-03,1300.9,1148.09,9.22,7.43,9.55,1.53,1.52
1996-06-10,1466.3,1300.91,9.3,7.54,9.59,1.32,1.83
1996-06-17,1238.4,1466.32,9.53,7.7,9.64,1.32,3.78
1996-06-24,1373.4,1238.42,9.95,7.91,9.68,1.36,2.13
1996-07-01,1634,1373.44,10.24,7.88,9.73,1.46,1.32
1996-07-08,1863.3,1633.97,10.42,7.81,9.77,1.47,1.03
1996-07-15,2307.6,1863.29,10.53,7.81,9.82,1.26,0.6
1996-07-22,2538.3,2307.58,10.53,7.8,9.87,1.61,0.68
1996-07-29,2353.3,2538.33,10.41,7.74,9.91,1.31,1.37
1996-08-05,2219.5,2353.31,10.32,7.86,9.96,1.41,0.66
1996-08-12,1911.7,2219.53,10.15,7.82,10,1.41,0.79
1996-08-19,1500.5,1911.7,10.02,7.84,10.05,1.31,2.32
1996-08-26,1846.2,1500.52,10.1,7.93,10.09,1.27,1.96
1996-09-02,1937.4,1846.16,10.15,7.93,10.14,1.29,1
1996-09-09,1666.1,1937.38,10.05,7.86,10.19,1.2,1.47
1996-09-16,1787.8,1666.06,10.09,7.88,10.23,1.21,0.92
1996-09-23,1442,1787.83,10.07,7.92,10.28,1.25,0.18
1996-09-30,1253.9,1441.97,9.97,7.83,10.32,0.97,2.07
1996-10-07,0,1253.89,10.09,7.92,10.37,1.01,3.56
1996-10-14,2463.4,0,10.38,7.85,10.42,1.02,3.18
1996-10-21,2877.5,2463.43,10.62,8.03,10.46,1.08,0.09
1996-10-28,2476.7,2877.48,10.55,8.01,10.5,0.97,0.02
1996-11-04,1976,2476.71,10.47,8,10.5,1.02,0.55
1996-11-11,2198.8,1976.02,10.43,7.99,10.5,1.04,0.03
1996-11-18,941,2198.75,10.33,7.94,10.5,0.91,0.01
1996-11-25,1242.7,940.95,10.27,7.85,10.5,0.91,0.03
1996-12-02,1121.1,1242.67,10.17,7.84,10.5,0.75,0.46
1996-12-09,885.8,1121.08,10.11,7.81,10.5,0.93,0.01
1996-12-16,1311.2,885.79,10.01,7.73,10.5,0.77,0.01
1996-12-23,1349.9,1311.24,9.89,7.76,10.5,0.91,0.23
1997-01-01,925,1349.88,9.76,7.75,10.5,0.72,0.01
1997-01-08,775.5,924.97,9.66,7.68,10.46,0.77,1.89
1997-01-15,698.8,775.46,9.77,7.64,10.41,0.82,0.27
1997-01-22,926.4,698.77,9.71,7.56,10.37,0.88,0.03
1997-01-29,1175.5,926.42,9.66,7.54,10.33,0.87,0.1
1997-02-05,1312.7,1175.52,9.58,7.58,10.29,0.88,0.16
1997-02-12,987.1,1312.66,9.44,7.61,10.24,0.88,0.84
1997-02-19,1016.5,987.06,9.4,7.58,10.19,0.99,0.47
1997-02-26,1170.6,1016.54,9.31,7.54,10.14,1.18,0.01
1997-03-05,617.2,1170.62,9.16,7.51,10.09,1.04,0.04
1997-03-12,384.5,617.18,9.05,7.36,10.04,1.19,1.98
1997-03-19,607.5,384.5,9.09,7.31,10,1.19,0.49
1997-03-26,860.8,607.48,9.01,7.25,9.95,1.35,0.18
1997-04-02,700,860.78,8.89,7.26,9.9,1.29,0.23
1997-04-09,616.8,699.98,8.77,7.17,9.85,1.03,2.85
